Kennziffer;Raumeinheit;Aggregat;Anteil Siedlungs- und Verkehrsfläche;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte;Siedlungsdichte;Anteil Erholungsfläche;Anteil Erholungsfläche;Erholungsfläche je Einwohner;Erholungsfläche je Einwohner;Anteil Freifläche;Anteil Freifläche;Freifläche je Einwohner;Freifläche je Einwohner;Anteil Landwirtschaftsfläche;Anteil Landwirtschaftsfläche;Anteil naturnähere Fläche;Anteil naturnähere Fläche;Naturnähere Fläche je Einwohner;Naturnähere Fläche je Einwohner;Anteil Waldfläche;Anteil Waldfläche;Waldfläche je Einwohner;Waldfläche je Einwohner;Anteil Wasserfläche;Anteil Wasserfläche;Wasserfläche je Einwohner;Wasserfläche je Einwohner
"09186";"Pfaffenhofen a.d.Ilm";"Landkreis";"13,7";"13,8";"1.200,4";"1.198,8";"0,6";"0,6";"38,5";"38,3";"87,0";"86,8";"5.292,6";"5.235,6";"57,9";"57,8";"4,1";"4,0";"248,2";"239,1";"25,2";"25,3";"1.530,6";"1.523,3";"1,7";"1,8";"105,4";"105,6"
"09187";"Rosenheim";"Landkreis";"11,1";"11,2";"1.607,4";"1.611,9";"0,6";"0,6";"34,1";"34,2";"89,5";"89,5";"5.005,2";"4.964,3";"47,0";"46,9";"7,1";"7,0";"397,5";"388,6";"35,7";"35,8";"1.996,0";"1.986,7";"2,7";"2,7";"150,5";"149,5"
"09188";"Starnberg";"Landkreis";"14,5";"14,8";"1.903,0";"1.874,2";"1,3";"1,3";"48,6";"48,2";"86,9";"86,6";"3.146,1";"3.115,9";"31,5";"31,3";"17,6";"17,5";"638,5";"629,1";"37,3";"37,3";"1.349,7";"1.343,5";"13,3";"13,3";"483,0";"479,8"
"09189";"Traunstein";"Landkreis";"8,5";"8,6";"1.339,1";"1.338,5";"0,6";"0,6";"51,1";"50,4";"92,1";"92,0";"8.049,8";"8.006,2";"43,2";"43,1";"11,1";"11,1";"972,2";"968,1";"37,5";"37,6";"3.282,1";"3.269,9";"6,6";"6,6";"573,6";"570,9"
"09190";"Weilheim-Schongau";"Landkreis";"9,4";"9,4";"1.475,8";"1.474,5";"0,6";"0,6";"45,4";"45,3";"91,3";"91,2";"6.589,2";"6.567,4";"51,6";"51,6";"7,1";"7,0";"511,6";"505,8";"33,0";"33,0";"2.385,2";"2.378,7";"2,2";"2,2";"159,8";"159,3"
"09261";"Landshut, Stadt";"krsfr. Stadt";"33,4";"33,6";"3.181,5";"3.222,9";"2,6";"2,6";"24,6";"23,7";"69,4";"69,3";"652,8";"640,4";"40,8";"40,7";"8,1";"8,1";"76,3";"74,4";"19,5";"19,6";"183,4";"181,6";"2,5";"2,5";"23,7";"23,5"
"09262";"Passau, Stadt";"krsfr. Stadt";"32,0";"32,1";"2.296,5";"2.321,0";"1,6";"1,6";"21,9";"21,4";"69,8";"69,7";"950,6";"936,3";"25,8";"25,7";"10,1";"10,1";"137,8";"135,4";"33,2";"33,1";"451,5";"444,8";"7,2";"7,3";"98,7";"97,5"
"09263";"Straubing, Stadt";"krsfr. Stadt";"29,5";"29,7";"2.363,0";"2.371,0";"2,5";"2,6";"36,1";"36,4";"73,1";"73,0";"1.048,5";"1.036,9";"57,8";"57,5";"12,1";"12,2";"173,5";"173,6";"1,9";"1,9";"27,2";"26,7";"5,3";"5,2";"75,3";"74,0"
"09271";"Deggendorf";"Landkreis";"12,1";"12,1";"1.129,0";"1.136,3";"0,4";"0,4";"31,8";"29,7";"88,4";"88,3";"6.471,6";"6.405,0";"53,9";"53,6";"5,9";"6,0";"428,7";"438,1";"29,1";"29,2";"2.132,0";"2.119,0";"2,4";"2,5";"178,3";"179,6"
"09272";"Freyung-Grafenau";"Landkreis";"9,3";"9,3";"859,0";"855,4";"0,5";"0,5";"66,6";"67,1";"91,3";"91,3";"11.490,8";"11.459,8";"30,0";"29,9";"3,8";"3,8";"482,3";"471,9";"57,6";"57,7";"7.249,8";"7.243,6";"0,7";"0,7";"85,6";"85,6"
"09273";"Kelheim";"Landkreis";"10,5";"10,5";"1.077,5";"1.081,7";"0,4";"0,4";"36,0";"35,8";"90,0";"89,9";"7.990,3";"7.909,7";"46,4";"46,3";"4,2";"4,2";"371,0";"366,8";"39,8";"39,7";"3.529,3";"3.495,7";"1,2";"1,2";"108,4";"107,3"
"09274";"Landshut";"Landkreis";"11,0";"11,1";"1.049,6";"1.047,9";"0,4";"0,4";"34,1";"33,7";"89,4";"89,3";"7.753,9";"7.652,9";"63,4";"63,2";"3,0";"3,1";"261,1";"261,9";"22,9";"22,9";"1.982,5";"1.962,5";"0,8";"0,8";"65,7";"65,2"
"09275";"Passau";"Landkreis";"12,8";"12,8";"966,0";"969,7";"0,8";"0,8";"64,2";"63,8";"88,1";"88,0";"7.132,1";"7.067,7";"55,0";"54,9";"3,8";"3,8";"307,1";"306,1";"29,0";"29,0";"2.349,7";"2.331,8";"1,9";"1,9";"151,0";"150,1"
"09276";"Regen";"Landkreis";"8,2";"8,4";"962,1";"948,1";"0,5";"0,5";"58,4";"59,1";"92,3";"92,1";"11.651,3";"11.587,6";"25,5";"25,3";"2,9";"2,9";"364,2";"362,5";"64,0";"64,1";"8.077,5";"8.064,4";"0,8";"0,8";"103,6";"104,1"
"09277";"Rottal-Inn";"Landkreis";"10,2";"10,3";"917,5";"913,6";"0,4";"0,4";"41,6";"41,8";"90,2";"90,1";"9.665,8";"9.594,1";"61,6";"61,4";"2,9";"2,9";"310,2";"308,4";"25,9";"25,9";"2.773,7";"2.762,0";"1,0";"1,0";"107,3";"106,6"
"09278";"Straubing-Bogen";"Landkreis";"10,2";"10,3";"808,4";"809,3";"0,4";"0,4";"50,4";"51,1";"90,2";"90,2";"10.927,0";"10.854,1";"58,6";"58,5";"4,8";"4,9";"583,3";"589,3";"27,6";"27,5";"3.340,4";"3.314,8";"1,7";"1,7";"202,4";"202,0"
"09279";"Dingolfing-Landau";"Landkreis";"11,5";"11,6";"941,8";"937,8";"0,4";"0,5";"41,2";"41,5";"89,0";"88,8";"8.216,6";"8.135,6";"62,6";"62,5";"5,2";"5,0";"476,6";"462,3";"21,7";"21,7";"2.002,7";"1.991,4";"1,7";"1,7";"157,1";"155,9"
"09361";"Amberg, Stadt";"krsfr. Stadt";"34,7";"34,8";"2.436,6";"2.423,9";"2,4";"2,4";"28,6";"28,9";"68,0";"67,9";"805,2";"806,2";"39,6";"39,5";"5,2";"5,3";"62,1";"62,7";"21,7";"21,7";"257,2";"257,5";"0,7";"0,7";"8,3";"8,3"
"09362";"Regensburg, Stadt";"krsfr. Stadt";"56,1";"56,2";"3.277,6";"3.321,5";"7,2";"7,1";"39,0";"38,0";"51,5";"51,3";"280,0";"274,8";"28,7";"28,1";"8,1";"8,8";"44,1";"47,3";"7,3";"7,5";"39,9";"40,3";"3,3";"3,3";"17,9";"17,6"
"09363";"Weiden i.d.OPf., Stadt";"krsfr. Stadt";"29,5";"29,5";"2.044,0";"2.042,4";"2,6";"2,7";"44,0";"44,2";"73,4";"73,3";"1.218,8";"1.216,7";"34,2";"34,1";"5,8";"5,6";"97,0";"93,6";"31,2";"32,1";"518,9";"532,4";"1,1";"1,1";"18,4";"18,3"
"09371";"Amberg-Sulzbach";"Landkreis";"9,5";"9,6";"859,6";"853,2";"0,4";"0,4";"50,1";"49,8";"90,9";"90,8";"11.081,8";"11.093,3";"39,6";"39,6";"3,6";"3,6";"434,6";"434,6";"48,1";"48,1";"5.861,4";"5.870,7";"0,9";"0,9";"108,7";"109,2"
"09372";"Cham";"Landkreis";"10,4";"10,4";"805,1";"802,2";"0,4";"0,4";"49,6";"49,3";"90,1";"90,0";"10.788,2";"10.796,5";"43,2";"43,0";"4,0";"4,0";"473,2";"475,3";"43,4";"43,7";"5.199,3";"5.236,5";"1,1";"1,1";"130,3";"129,9"
"09373";"Neumarkt i.d.OPf.";"Landkreis";"10,7";"10,7";"918,8";"923,1";"0,5";"0,5";"55,1";"55,6";"89,9";"89,9";"9.177,6";"9.107,6";"43,8";"43,8";"8,3";"8,3";"848,7";"842,0";"37,7";"37,7";"3.850,1";"3.824,3";"0,5";"0,5";"55,4";"55,4"
"09374";"Neustadt a.d.Waldnaab";"Landkreis";"10,1";"10,2";"653,1";"650,1";"0,4";"0,4";"54,0";"53,9";"90,2";"90,2";"13.629,4";"13.629,1";"35,4";"35,3";"8,5";"8,4";"1.285,3";"1.272,1";"46,9";"47,0";"7.085,3";"7.099,1";"1,7";"1,7";"256,9";"257,1"
"09375";"Regensburg";"Landkreis";"11,3";"11,3";"1.215,6";"1.226,5";"0,6";"0,6";"43,2";"42,2";"89,4";"89,4";"6.529,4";"6.470,4";"50,7";"50,5";"4,5";"4,6";"330,2";"336,0";"34,6";"34,7";"2.526,1";"2.509,2";"1,7";"1,7";"123,7";"123,0"
"09376";"Schwandorf";"Landkreis";"10,6";"10,8";"932,1";"933,8";"0,4";"0,4";"38,5";"39,1";"89,8";"89,7";"9.045,8";"8.926,9";"39,4";"39,5";"6,0";"6,0";"604,6";"602,2";"44,6";"44,3";"4.495,7";"4.414,9";"2,8";"2,8";"282,2";"280,5"
"09377";"Tirschenreuth";"Landkreis";"8,2";"8,2";"823,0";"816,2";"0,3";"0,4";"52,0";"56,8";"92,2";"92,2";"13.710,1";"13.743,2";"40,1";"40,0";"5,1";"5,1";"763,9";"762,0";"47,1";"47,1";"7.006,1";"7.023,4";"1,8";"1,8";"266,2";"267,7"
"09461";"Bamberg, Stadt";"krsfr. Stadt";"50,5";"50,3";"2.744,3";"2.809,6";"7,8";"7,7";"56,0";"54,7";"57,6";"57,8";"415,2";"408,9";"16,1";"16,1";"7,6";"7,3";"54,7";"51,7";"27,7";"27,9";"199,9";"197,2";"2,8";"2,8";"20,3";"20,0"
"09462";"Bayreuth, Stadt";"krsfr. Stadt";"42,3";"42,3";"2.583,6";"2.617,6";"6,8";"6,8";"62,1";"61,1";"64,8";"64,7";"592,9";"585,3";"33,7";"33,5";"6,3";"6,4";"57,6";"58,1";"20,1";"20,1";"183,9";"181,6";"0,8";"0,9";"7,7";"7,7"
"09463";"Coburg, Stadt";"krsfr. Stadt";"40,7";"40,8";"2.088,0";"2.094,3";"4,7";"4,7";"55,5";"55,0";"64,2";"64,2";"755,3";"751,3";"28,2";"28,1";"10,4";"10,4";"122,0";"122,2";"23,1";"23,1";"271,2";"270,4";"2,1";"2,1";"25,1";"25,0"
"09464";"Hof, Stadt";"krsfr. Stadt";"36,6";"36,6";"2.128,3";"2.161,3";"4,4";"4,4";"56,2";"55,5";"68,0";"68,0";"873,8";"858,5";"43,6";"43,5";"7,3";"7,3";"93,4";"92,1";"14,9";"14,9";"191,4";"188,0";"2,3";"2,3";"29,2";"28,7"
"09471";"Bamberg";"Landkreis";"10,2";"10,2";"1.221,8";"1.229,1";"0,7";"0,7";"55,9";"56,2";"90,5";"90,5";"7.237,4";"7.213,1";"44,8";"44,7";"5,6";"5,7";"451,2";"453,3";"40,6";"40,6";"3.245,0";"3.236,9";"1,4";"1,4";"108,5";"107,9"
"09472";"Bayreuth";"Landkreis";"9,3";"9,3";"878,4";"873,8";"0,5";"0,6";"67,3";"68,3";"91,3";"91,3";"11.193,4";"11.196,8";"40,8";"40,7";"4,2";"4,3";"516,9";"523,9";"47,0";"47,0";"5.761,9";"5.766,2";"0,5";"0,5";"64,0";"64,3"
"09473";"Coburg";"Landkreis";"12,9";"13,0";"1.135,6";"1.133,2";"0,9";"0,9";"59,0";"59,0";"88,0";"88,0";"5.991,1";"5.977,3";"50,6";"50,6";"5,8";"5,9";"398,0";"398,9";"31,8";"31,8";"2.166,2";"2.162,5";"0,6";"0,6";"39,2";"39,1"
"09474";"Forchheim";"Landkreis";"12,7";"12,7";"1.410,8";"1.411,6";"0,9";"0,9";"50,3";"50,4";"88,3";"88,3";"4.925,6";"4.905,7";"44,9";"44,8";"4,4";"4,5";"248,1";"249,1";"39,1";"39,1";"2.182,2";"2.174,7";"1,1";"1,1";"59,6";"59,4"
"09475";"Hof";"Landkreis";"11,7";"11,7";"920,7";"917,4";"0,8";"0,8";"71,0";"71,9";"89,1";"89,1";"8.293,5";"8.304,3";"49,6";"49,6";"3,9";"3,9";"364,6";"366,7";"35,8";"35,8";"3.334,4";"3.340,8";"0,9";"0,9";"83,6";"83,6"
"09476";"Kronach";"Landkreis";"9,9";"9,9";"1.053,3";"1.049,5";"0,5";"0,5";"49,4";"49,9";"90,7";"90,7";"8.739,4";"8.756,6";"28,3";"28,2";"3,7";"3,7";"352,4";"355,5";"59,0";"59,1";"5.689,0";"5.702,2";"0,8";"0,9";"81,6";"82,3"
"09477";"Kulmbach";"Landkreis";"11,3";"11,3";"971,7";"963,9";"0,5";"0,5";"46,3";"46,2";"89,3";"89,2";"8.165,8";"8.155,0";"48,6";"48,5";"3,9";"4,0";"357,8";"362,3";"37,4";"37,4";"3.422,8";"3.422,8";"0,7";"0,7";"64,3";"64,4"
"09478";"Lichtenfels";"Landkreis";"11,6";"11,6";"1.109,4";"1.107,4";"0,7";"0,7";"51,2";"51,5";"89,2";"89,1";"6.956,2";"6.938,9";"44,3";"44,3";"7,0";"7,0";"548,3";"547,8";"38,5";"38,5";"3.004,5";"2.998,0";"1,5";"1,5";"118,4";"118,6"
"09479";"Wunsiedel i.Fichtelgebirge";"Landkreis";"11,3";"11,3";"1.068,1";"1.069,5";"0,6";"0,6";"49,3";"48,7";"89,3";"89,3";"7.393,4";"7.368,4";"38,4";"38,3";"5,0";"5,1";"413,0";"417,1";"46,1";"46,2";"3.818,9";"3.811,0";"1,4";"1,4";"114,8";"113,8"
"09561";"Ansbach, Stadt";"krsfr. Stadt";"23,0";"23,1";"1.805,0";"1.803,1";"1,5";"1,5";"35,4";"34,8";"78,6";"78,5";"1.890,1";"1.882,0";"44,0";"43,9";"4,9";"4,9";"116,8";"116,4";"29,1";"29,2";"699,5";"699,6";"0,5";"0,5";"13,0";"13,0"
"09562";"Erlangen, Stadt";"krsfr. Stadt";"41,4";"41,5";"3.456,8";"3.476,3";"3,2";"3,2";"22,5";"22,2";"62,1";"62,0";"433,3";"429,8";"30,2";"30,2";"7,7";"7,7";"53,7";"53,7";"22,3";"22,3";"155,8";"154,8";"3,5";"3,5";"24,6";"24,3"
"09563";"Fürth, Stadt";"krsfr. Stadt";"46,8";"47,0";"4.233,7";"4.253,0";"5,5";"5,5";"27,8";"27,5";"59,3";"59,1";"299,5";"295,7";"34,8";"34,7";"7,2";"7,0";"36,4";"34,9";"12,9";"13,0";"65,2";"64,9";"2,1";"2,1";"10,8";"10,7"
"09564";"Nürnberg, Stadt";"krsfr. Stadt";"61,9";"62,0";"4.431,2";"4.457,9";"8,2";"8,2";"30,0";"29,8";"47,1";"47,0";"171,5";"170,1";"17,4";"17,3";"5,1";"5,1";"18,5";"18,4";"16,7";"16,7";"61,0";"60,5";"1,9";"1,9";"6,8";"6,7"
"09565";"Schwabach, Stadt";"krsfr. Stadt";"35,1";"35,0";"2.838,7";"2.859,8";"2,3";"2,3";"22,8";"22,6";"67,5";"67,6";"676,3";"676,5";"32,7";"32,7";"4,7";"4,8";"46,9";"48,3";"28,8";"28,8";"288,2";"287,6";"0,7";"0,7";"7,4";"7,4"
"09571";"Ansbach";"Landkreis";"10,5";"10,5";"883,5";"885,3";"0,6";"0,6";"60,2";"60,5";"90,1";"90,1";"9.753,1";"9.692,0";"56,7";"56,6";"5,0";"5,0";"541,4";"537,3";"28,6";"28,6";"3.094,6";"3.076,8";"0,9";"0,9";"96,2";"95,7"
"09572";"Erlangen-Höchstadt";"Landkreis";"13,8";"13,9";"1.728,4";"1.725,3";"1,0";"1,0";"40,5";"40,4";"87,2";"87,2";"3.658,3";"3.635,7";"37,6";"37,5";"7,3";"7,3";"305,9";"304,0";"42,1";"42,1";"1.763,9";"1.755,1";"3,7";"3,7";"153,3";"152,6"
"09573";"Fürth";"Landkreis";"17,4";"17,5";"2.162,0";"2.157,7";"1,3";"1,4";"35,2";"35,9";"84,0";"83,9";"2.226,5";"2.221,1";"53,4";"53,2";"4,2";"4,3";"110,7";"112,8";"25,7";"25,7";"681,2";"679,8";"0,9";"0,9";"23,5";"23,4"
"09574";"Nürnberger Land";"Landkreis";"13,3";"13,4";"1.584,7";"1.585,3";"1,0";"1,0";"45,9";"45,7";"87,7";"87,6";"4.151,7";"4.127,8";"31,5";"31,5";"4,3";"4,3";"204,9";"203,2";"52,0";"52,0";"2.460,3";"2.448,0";"0,7";"0,7";"34,8";"34,9"
"09575";"Neustadt a.d.Aisch-Bad Windsheim";"Landkreis";"9,8";"9,9";"796,3";"795,9";"0,5";"0,5";"59,2";"59,1";"90,7";"90,6";"11.567,6";"11.527,3";"57,0";"57,0";"4,5";"4,5";"578,6";"576,3";"29,3";"29,3";"3.739,4";"3.728,1";"0,7";"0,7";"91,7";"91,6"
"09576";"Roth";"Landkreis";"11,9";"12,0";"1.174,1";"1.172,8";"0,6";"0,6";"46,0";"45,8";"88,7";"88,7";"6.326,4";"6.294,8";"39,1";"39,0";"4,6";"4,6";"328,9";"328,4";"45,0";"45,0";"3.206,9";"3.192,1";"1,4";"1,4";"97,2";"96,7"
"09577";"Weißenburg-Gunzenhausen";"Landkreis";"10,5";"10,6";"919,2";"917,0";"0,7";"0,7";"73,3";"72,1";"90,2";"90,2";"9.321,3";"9.292,1";"49,4";"49,3";"6,2";"6,2";"639,2";"638,1";"34,5";"34,5";"3.559,7";"3.554,5";"2,0";"2,0";"209,1";"208,8"
"09661";"Aschaffenburg, Stadt";"krsfr. Stadt";"39,6";"39,6";"2.796,6";"2.824,2";"7,3";"7,4";"66,3";"65,8";"68,2";"68,1";"615,1";"608,5";"21,5";"21,4";"10,1";"10,0";"90,8";"89,4";"31,5";"31,6";"284,7";"281,9";"2,6";"2,6";"23,4";"23,2"
"09662";"Schweinfurt, Stadt";"krsfr. Stadt";"55,5";"55,5";"2.660,1";"2.696,1";"7,9";"7,9";"53,5";"52,8";"52,8";"52,8";"357,5";"352,9";"20,7";"20,3";"9,3";"9,6";"63,0";"64,2";"16,4";"16,5";"110,8";"110,4";"3,9";"4,0";"26,6";"26,8"
"09663";"Würzburg, Stadt";"krsfr. Stadt";"47,9";"48,0";"3.003,8";"3.010,1";"7,4";"7,4";"51,1";"51,0";"59,9";"59,8";"416,2";"413,4";"26,7";"26,6";"9,7";"9,7";"67,4";"67,0";"19,6";"19,6";"135,9";"135,4";"1,3";"1,3";"9,0";"9,0"
"09671";"Aschaffenburg";"Landkreis";"14,3";"14,3";"1.735,7";"1.735,4";"1,2";"1,2";"47,8";"48,2";"87,0";"87,0";"3.503,7";"3.493,2";"23,9";"23,9";"6,4";"6,4";"256,9";"256,0";"57,0";"57,0";"2.295,3";"2.289,7";"0,9";"0,9";"37,3";"37,2"
"09672";"Bad Kissingen";"Landkreis";"10,7";"10,7";"850,8";"852,0";"0,6";"0,6";"66,1";"65,8";"90,0";"90,0";"9.923,6";"9.907,0";"35,5";"35,5";"7,0";"7,0";"770,6";"769,5";"48,3";"48,3";"5.327,4";"5.322,1";"0,4";"0,4";"47,2";"47,4"
"09673";"Rhön-Grabfeld";"Landkreis";"9,9";"9,9";"792,7";"791,5";"0,6";"0,6";"74,9";"74,6";"90,8";"90,8";"11.612,5";"11.619,9";"48,6";"48,6";"5,1";"5,1";"647,7";"653,5";"37,7";"37,7";"4.821,5";"4.822,3";"0,3";"0,4";"44,6";"46,2"
"09674";"Haßberge";"Landkreis";"10,2";"10,3";"860,9";"859,2";"0,7";"0,7";"78,2";"78,1";"90,5";"90,5";"10.254,9";"10.240,3";"45,4";"45,4";"4,6";"4,6";"523,5";"518,9";"41,1";"41,2";"4.663,0";"4.664,1";"1,2";"1,2";"132,2";"131,9"
"09675";"Kitzingen";"Landkreis";"13,8";"13,9";"950,9";"951,8";"1,1";"1,1";"82,9";"83,0";"87,4";"87,3";"6.663,0";"6.606,6";"59,2";"59,1";"5,5";"5,5";"421,0";"417,0";"23,0";"23,0";"1.750,3";"1.737,7";"1,4";"1,4";"107,3";"107,0"
"09676";"Miltenberg";"Landkreis";"11,4";"11,4";"1.574,5";"1.572,1";"1,1";"1,1";"63,6";"63,3";"89,8";"89,8";"4.998,6";"5.000,1";"26,8";"26,9";"3,7";"3,6";"206,8";"202,9";"59,0";"59,0";"3.284,7";"3.288,4";"1,2";"1,2";"66,4";"66,3"
"09677";"Main-Spessart";"Landkreis";"9,4";"9,4";"1.021,4";"1.017,1";"0,6";"0,6";"61,4";"60,6";"91,3";"91,2";"9.547,3";"9.524,0";"32,1";"32,0";"4,6";"4,7";"484,9";"486,7";"55,8";"55,8";"5.841,2";"5.827,4";"1,1";"1,1";"112,6";"112,9"
"09678";"Schweinfurt";"Landkreis";"12,6";"12,6";"1.084,1";"1.084,4";"1,0";"1,0";"71,1";"70,7";"88,4";"88,4";"6.480,6";"6.462,4";"58,3";"58,2";"3,9";"3,9";"285,5";"283,8";"26,2";"26,3";"1.923,4";"1.920,3";"0,9";"0,9";"64,9";"65,2"
"09679";"Würzburg";"Landkreis";"12,3";"12,3";"1.346,8";"1.349,2";"0,8";"0,8";"48,6";"49,2";"88,5";"88,5";"5.322,9";"5.313,6";"61,4";"61,3";"4,6";"4,5";"274,3";"271,7";"23,1";"23,2";"1.386,7";"1.390,3";"0,5";"0,5";"31,4";"31,4"
"09761";"Augsburg, Stadt";"krsfr. Stadt";"43,4";"43,8";"4.545,3";"4.555,2";"6,0";"6,2";"30,5";"30,9";"63,2";"62,9";"320,4";"315,7";"25,9";"25,7";"6,6";"6,4";"33,6";"32,2";"25,6";"25,7";"130,1";"129,0";"2,8";"2,8";"14,2";"14,0"
"09762";"Kaufbeuren, Stadt";"krsfr. Stadt";"37,9";"38,4";"2.841,5";"2.832,4";"1,7";"1,7";"15,5";"15,9";"64,2";"63,8";"595,6";"587,4";"33,4";"33,5";"3,9";"3,8";"36,2";"35,2";"25,3";"25,0";"234,4";"229,8";"2,1";"2,1";"19,7";"19,6"
"09763";"Kempten (Allgäu), Stadt";"krsfr. Stadt";"32,8";"33,0";"3.249,7";"3.270,9";"3,9";"3,8";"36,1";"35,6";"71,3";"71,1";"668,0";"658,6";"51,1";"50,7";"4,9";"5,0";"45,9";"46,1";"12,9";"13,0";"120,5";"120,3";"1,9";"1,9";"17,9";"17,9"
"09764";"Memmingen, Stadt";"krsfr. Stadt";"25,9";"26,0";"2.385,3";"2.388,5";"1,5";"1,5";"24,0";"23,9";"75,8";"75,8";"1.227,9";"1.222,0";"46,8";"46,8";"3,3";"3,2";"52,9";"52,0";"24,7";"24,7";"399,4";"397,7";"0,7";"0,7";"10,9";"10,8"
"09771";"Aichach-Friedberg";"Landkreis";"12,1";"12,1";"1.396,5";"1.405,8";"0,5";"0,5";"31,2";"30,9";"88,5";"88,5";"5.256,1";"5.206,9";"59,5";"59,6";"3,6";"3,5";"215,6";"207,7";"25,6";"25,6";"1.518,4";"1.503,6";"1,1";"1,1";"62,6";"62,0"
"09772";"Augsburg";"Landkreis";"15,5";"15,5";"1.491,8";"1.503,0";"0,9";"0,9";"39,4";"39,0";"85,5";"85,5";"3.697,1";"3.661,8";"48,1";"48,1";"3,8";"3,8";"163,3";"161,6";"33,4";"33,4";"1.444,6";"1.432,6";"0,9";"1,0";"40,9";"40,8"
"09773";"Dillingen a.d.Donau";"Landkreis";"11,8";"11,9";"1.009,1";"1.011,5";"0,5";"0,5";"44,5";"44,0";"88,7";"88,7";"7.435,8";"7.384,6";"59,7";"59,6";"6,1";"6,1";"507,1";"503,8";"23,6";"23,6";"1.976,7";"1.964,6";"2,8";"2,8";"234,6";"233,8"
"09774";"Günzburg";"Landkreis";"14,2";"14,3";"1.139,3";"1.143,0";"0,7";"0,7";"44,7";"44,1";"86,6";"86,5";"5.344,0";"5.295,5";"52,0";"51,9";"5,5";"5,5";"336,8";"337,4";"29,4";"29,4";"1.812,5";"1.799,6";"1,9";"2,0";"119,4";"120,0"
"09775";"Neu-Ulm";"Landkreis";"18,2";"18,3";"1.825,5";"1.830,5";"1,2";"1,3";"37,5";"37,9";"83,2";"83,1";"2.509,2";"2.484,3";"47,7";"47,6";"5,6";"5,6";"168,4";"166,2";"29,7";"29,7";"896,2";"888,5";"2,3";"2,3";"68,7";"68,3"
"09776";"Lindau (Bodensee)";"Landkreis";"13,7";"13,7";"1.831,7";"1.826,0";"1,1";"1,1";"45,1";"45,0";"87,5";"87,5";"3.496,6";"3.485,9";"56,6";"56,4";"2,6";"2,6";"104,6";"103,5";"27,7";"27,8";"1.107,2";"1.109,7";"0,9";"0,9";"35,1";"35,2"
"09777";"Ostallgäu";"Landkreis";"8,2";"8,3";"1.211,7";"1.203,2";"0,4";"0,4";"43,0";"43,0";"92,3";"92,2";"9.306,2";"9.227,1";"55,6";"55,5";"6,4";"6,3";"641,0";"632,3";"31,3";"31,3";"3.154,9";"3.136,1";"2,6";"2,6";"265,5";"264,4"
"09778";"Unterallgäu";"Landkreis";"11,0";"11,1";"1.046,3";"1.048,3";"0,5";"0,5";"46,1";"46,4";"89,6";"89,5";"7.803,8";"7.721,5";"60,6";"60,5";"3,5";"3,4";"302,3";"297,5";"25,7";"25,7";"2.239,5";"2.219,1";"1,1";"1,1";"97,0";"96,7"
"09779";"Donau-Ries";"Landkreis";"11,2";"11,2";"928,9";"933,0";"0,6";"0,6";"57,5";"56,8";"89,5";"89,4";"8.618,9";"8.569,0";"58,4";"58,3";"4,6";"4,6";"439,7";"439,9";"26,6";"26,6";"2.562,5";"2.549,4";"1,5";"1,4";"140,4";"138,2"
"09780";"Oberallgäu";"Landkreis";"6,7";"6,8";"1.497,6";"1.491,8";"0,5";"0,5";"45,5";"45,8";"93,8";"93,7";"9.317,8";"9.263,5";"45,8";"45,6";"12,4";"12,4";"1.236,7";"1.225,8";"37,2";"37,3";"3.691,9";"3.682,7";"1,6";"1,6";"161,3";"160,6"
"10041";"Regionalverband Saarbrücken";"Landkreis";"32,2";"32,3";"2.488,2";"2.490,8";"2,1";"2,1";"25,8";"25,9";"70,4";"70,4";"878,2";"876,6";"25,1";"25,1";"1,7";"1,7";"21,5";"21,5";"41,2";"41,2";"513,9";"512,9";"0,8";"0,8";"10,4";"10,4"
"10042";"Merzig-Wadern";"Landkreis";"13,9";"14,0";"1.339,7";"1.332,7";"0,9";"0,9";"47,3";"47,5";"87,0";"87,0";"4.663,4";"4.672,5";"45,5";"45,5";"2,2";"2,2";"118,4";"118,8";"38,7";"38,7";"2.074,0";"2.078,2";"1,2";"1,2";"64,6";"64,7"
