Kennziffer;Raumeinheit;Aggregat;Anteil Siedlungs- und Verkehrsfläche;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte;Siedlungsdichte;Anteil Erholungsfläche;Anteil Erholungsfläche;Erholungsfläche je Einwohner;Erholungsfläche je Einwohner;Anteil Freifläche;Anteil Freifläche;Freifläche je Einwohner;Freifläche je Einwohner;Anteil Landwirtschaftsfläche;Anteil Landwirtschaftsfläche;Anteil naturnähere Fläche;Anteil naturnähere Fläche;Naturnähere Fläche je Einwohner;Naturnähere Fläche je Einwohner;Anteil Waldfläche;Anteil Waldfläche;Waldfläche je Einwohner;Waldfläche je Einwohner;Anteil Wasserfläche;Anteil Wasserfläche;Wasserfläche je Einwohner;Wasserfläche je Einwohner
"10043";"Neunkirchen";"Landkreis";"26,6";"26,6";"2.019,0";"2.007,5";"1,3";"1,3";"25,0";"25,2";"75,2";"75,2";"1.401,5";"1.408,5";"42,4";"42,3";"1,8";"1,8";"32,9";"33,1";"29,3";"29,3";"546,0";"548,8";"0,8";"0,8";"14,3";"14,4"
"10044";"Saarlouis";"Landkreis";"24,3";"24,3";"1.762,2";"1.753,7";"1,3";"1,3";"29,9";"30,1";"77,2";"77,2";"1.803,9";"1.810,8";"48,0";"48,0";"2,9";"2,9";"68,0";"68,2";"25,2";"25,2";"589,6";"591,9";"1,5";"1,5";"33,9";"34,1"
"10045";"Saarpfalz-Kreis";"Landkreis";"20,1";"20,1";"1.715,5";"1.705,9";"1,1";"1,1";"31,5";"31,7";"81,2";"81,2";"2.357,6";"2.368,6";"45,6";"45,6";"1,7";"1,7";"50,5";"50,8";"32,9";"32,9";"954,1";"958,6";"0,6";"0,6";"17,1";"17,2"
"10046";"St. Wendel";"Landkreis";"16,1";"16,1";"1.157,2";"1.148,7";"1,3";"1,3";"71,0";"71,1";"85,4";"85,4";"4.595,6";"4.625,4";"48,5";"48,4";"2,5";"2,5";"134,6";"135,7";"33,4";"33,4";"1.798,0";"1.810,0";"1,0";"1,0";"51,4";"51,8"
"11000";"Berlin, Stadt";"krsfr. Stadt";"70,4";"70,5";"5.699,6";"5.752,3";"13,3";"13,4";"33,2";"33,2";"44,2";"44,2";"110,2";"109,0";"4,2";"4,1";"7,7";"7,7";"19,1";"18,9";"18,4";"18,5";"45,9";"45,6";"6,6";"6,6";"16,5";"16,3"
"12051";"Brandenburg an der Havel, Stadt";"krsfr. Stadt";"22,2";"22,2";"1.407,9";"1.410,4";"3,3";"3,3";"105,4";"105,2";"81,3";"81,3";"2.605,4";"2.596,6";"29,5";"29,5";"20,3";"20,3";"651,4";"649,9";"28,7";"28,8";"921,1";"919,2";"17,0";"17,0";"545,2";"543,8"
"12052";"Cottbus, Stadt";"krsfr. Stadt";"30,2";"30,2";"2.007,5";"2.019,5";"5,3";"5,3";"87,5";"86,6";"75,4";"75,4";"1.244,1";"1.236,1";"30,0";"30,0";"9,6";"9,6";"159,1";"157,4";"21,6";"21,6";"355,5";"354,3";"3,4";"3,4";"55,7";"55,3"
"12053";"Frankfurt (Oder), Stadt";"krsfr. Stadt";"23,9";"23,9";"1.644,3";"1.645,1";"5,2";"5,1";"132,0";"130,5";"81,5";"81,4";"2.070,0";"2.066,9";"44,7";"44,7";"6,2";"6,3";"157,9";"159,3";"27,0";"27,0";"685,0";"685,8";"3,6";"3,6";"91,1";"91,2"
"12054";"Potsdam, Stadt";"krsfr. Stadt";"30,4";"30,4";"3.005,2";"3.068,1";"5,3";"5,3";"58,0";"56,7";"75,2";"75,2";"824,5";"805,7";"30,2";"30,0";"14,5";"14,6";"159,2";"156,3";"25,2";"25,3";"276,1";"271,0";"10,9";"10,9";"119,7";"117,1"
"12060";"Barnim";"Landkreis";"11,0";"11,0";"1.100,8";"1.106,6";"0,7";"0,7";"59,9";"59,7";"89,8";"89,8";"7.412,1";"7.347,7";"36,1";"36,1";"9,7";"9,7";"800,4";"794,4";"45,8";"45,8";"3.777,6";"3.746,7";"4,8";"4,8";"398,8";"395,5"
"12061";"Dahme-Spreewald";"Landkreis";"9,5";"9,5";"770,4";"771,4";"0,7";"0,7";"95,2";"96,9";"91,3";"91,2";"12.500,8";"12.402,4";"38,8";"38,7";"5,4";"5,4";"744,1";"740,5";"45,3";"45,3";"6.202,3";"6.155,9";"3,9";"3,9";"536,2";"532,2"
"12062";"Elbe-Elster";"Landkreis";"8,1";"8,0";"682,0";"677,7";"0,7";"0,7";"128,3";"129,9";"92,7";"92,7";"16.868,5";"17.026,9";"51,2";"51,2";"3,0";"3,1";"553,6";"565,0";"35,9";"35,9";"6.531,9";"6.598,5";"1,7";"1,7";"301,4";"304,1"
"12063";"Havelland";"Landkreis";"10,3";"10,3";"900,1";"905,2";"0,7";"0,7";"74,1";"73,9";"90,5";"90,5";"9.787,5";"9.724,5";"57,7";"57,6";"6,9";"6,9";"743,1";"743,1";"25,4";"25,4";"2.744,4";"2.731,8";"3,1";"3,1";"335,4";"333,6"
"12064";"Märkisch-Oderland";"Landkreis";"11,2";"11,2";"794,0";"797,2";"1,8";"1,7";"197,4";"194,0";"90,6";"90,6";"10.207,9";"10.137,4";"61,2";"61,2";"4,2";"4,2";"474,4";"473,2";"23,9";"23,9";"2.694,9";"2.678,7";"2,7";"2,7";"301,0";"298,9"
"12065";"Oberhavel";"Landkreis";"10,5";"10,4";"1.095,7";"1.121,3";"0,7";"0,7";"60,1";"60,1";"90,2";"90,4";"7.820,1";"7.789,0";"42,7";"42,7";"6,8";"6,8";"588,9";"586,2";"40,3";"40,5";"3.488,7";"3.487,4";"3,7";"3,7";"320,1";"318,3"
"12066";"Oberspreewald-Lausitz";"Landkreis";"11,7";"11,7";"780,5";"777,4";"1,2";"1,2";"133,0";"136,1";"89,6";"89,6";"9.787,1";"9.867,4";"34,7";"34,7";"8,1";"8,1";"884,1";"893,6";"37,9";"38,0";"4.136,2";"4.177,4";"3,6";"3,6";"390,6";"395,4"
"12067";"Oder-Spree";"Landkreis";"9,7";"9,7";"815,6";"812,7";"1,3";"1,3";"159,7";"160,2";"91,6";"91,6";"11.560,2";"11.591,8";"37,0";"37,0";"5,6";"5,6";"701,2";"710,9";"48,2";"48,2";"6.076,5";"6.102,4";"3,7";"3,7";"470,2";"472,6"
"12068";"Ostprignitz-Ruppin";"Landkreis";"6,4";"6,4";"617,1";"615,7";"0,4";"0,5";"114,2";"114,6";"94,1";"94,1";"23.921,0";"23.929,1";"54,6";"54,6";"6,6";"6,6";"1.673,2";"1.671,5";"32,6";"32,6";"8.282,7";"8.287,5";"3,2";"3,2";"824,3";"824,3"
"12069";"Potsdam-Mittelmark";"Landkreis";"9,0";"9,0";"914,0";"915,4";"0,6";"0,6";"75,3";"75,2";"91,8";"91,8";"11.211,0";"11.154,9";"46,0";"45,9";"4,5";"4,5";"552,1";"549,7";"40,8";"40,8";"4.979,0";"4.955,6";"2,7";"2,7";"334,6";"333,0"
"12070";"Prignitz";"Landkreis";"6,9";"7,0";"524,5";"516,7";"0,3";"0,3";"91,5";"92,0";"93,5";"93,4";"25.687,9";"25.856,7";"67,9";"67,9";"2,5";"2,5";"681,9";"687,3";"22,9";"22,8";"6.282,9";"6.324,5";"1,9";"1,9";"527,3";"531,2"
"12071";"Spree-Neiße";"Landkreis";"9,8";"9,8";"721,5";"712,7";"0,7";"0,7";"93,7";"94,8";"91,0";"91,0";"12.902,4";"13.054,9";"35,1";"35,1";"4,0";"4,1";"567,7";"582,7";"45,2";"45,2";"6.405,5";"6.488,2";"2,9";"2,9";"410,0";"414,8"
"12072";"Teltow-Fläming";"Landkreis";"9,9";"9,9";"790,1";"797,5";"1,1";"1,1";"142,6";"140,9";"91,3";"91,2";"11.655,3";"11.503,1";"45,5";"45,5";"6,7";"6,7";"860,4";"846,7";"41,3";"41,3";"5.278,0";"5.210,7";"1,6";"1,6";"210,7";"207,9"
"12073";"Uckermark";"Landkreis";"6,5";"6,6";"600,2";"596,6";"0,7";"0,7";"174,7";"175,6";"94,2";"94,2";"23.976,4";"24.079,9";"62,5";"62,5";"7,1";"7,1";"1.809,3";"1.819,0";"24,5";"24,5";"6.225,2";"6.253,6";"4,8";"4,7";"1.210,1";"1.213,6"
"13003";"Rostock, Stadt";"krsfr. Stadt";"41,0";"41,0";"2.791,8";"2.800,1";"10,1";"10,2";"88,1";"88,4";"69,5";"69,5";"607,8";"604,6";"19,2";"19,2";"13,3";"13,3";"116,7";"115,7";"27,2";"27,2";"237,8";"236,7";"8,3";"8,2";"72,1";"71,7"
"13004";"Schwerin, Stadt";"krsfr. Stadt";"31,2";"31,2";"2.347,1";"2.352,0";"7,0";"7,0";"95,9";"95,5";"76,2";"76,3";"1.040,3";"1.039,2";"17,5";"17,5";"33,7";"34,0";"460,4";"462,6";"19,1";"19,1";"260,6";"260,9";"28,5";"28,5";"389,5";"388,9"
"13071";"Mecklenburgische Seenplatte";"Landkreis";"6,8";"6,8";"699,1";"694,5";"1,2";"1,2";"245,2";"248,8";"94,4";"94,4";"19.816,7";"19.911,0";"57,7";"57,6";"11,2";"11,3";"2.357,6";"2.376,6";"24,6";"24,6";"5.162,7";"5.192,5";"9,1";"9,1";"1.908,7";"1.918,0"
"13072";"Landkreis Rostock";"Landkreis";"8,9";"8,9";"701,2";"701,8";"1,8";"1,8";"287,0";"286,3";"92,9";"92,9";"14.906,4";"14.855,3";"68,2";"68,2";"7,1";"7,1";"1.138,0";"1.135,6";"17,0";"17,0";"2.720,8";"2.713,5";"3,6";"3,6";"575,7";"574,0"
"13073";"Vorpommern-Rügen";"Landkreis";"8,7";"8,7";"808,1";"806,9";"1,7";"1,7";"244,9";"246,5";"93,1";"93,1";"13.304,1";"13.296,9";"65,9";"65,9";"7,6";"7,6";"1.084,9";"1.087,0";"18,4";"18,5";"2.635,6";"2.639,3";"4,2";"4,2";"593,9";"593,7"
"13074";"Nordwestmecklenburg";"Landkreis";"8,9";"8,9";"832,1";"830,2";"2,1";"2,1";"282,7";"283,4";"93,3";"93,3";"12.651,4";"12.634,6";"71,1";"71,0";"7,0";"7,1";"948,1";"959,2";"13,5";"13,6";"1.834,3";"1.846,2";"4,5";"4,5";"603,7";"606,4"
"13075";"Vorpommern-Greifswald";"Landkreis";"8,7";"8,0";"692,7";"753,4";"1,2";"1,2";"202,2";"203,4";"92,6";"93,3";"15.391,2";"15.530,2";"60,8";"60,8";"8,8";"8,8";"1.460,1";"1.472,0";"22,0";"22,7";"3.653,3";"3.772,2";"6,3";"6,3";"1.041,0";"1.043,5"
"13076";"Ludwigslust-Parchim";"Landkreis";"7,6";"7,5";"586,0";"591,9";"1,4";"1,4";"303,0";"304,1";"93,8";"93,9";"21.033,5";"21.055,6";"59,3";"59,3";"5,6";"5,7";"1.247,6";"1.267,3";"28,3";"28,4";"6.343,3";"6.363,0";"3,8";"3,8";"843,5";"844,3"
"14511";"Chemnitz, Stadt";"krsfr. Stadt";"44,7";"44,8";"2.495,7";"2.492,0";"9,0";"9,0";"80,9";"80,7";"64,7";"64,6";"580,7";"578,1";"37,7";"37,6";"2,8";"2,8";"25,2";"25,3";"15,9";"15,9";"143,0";"142,7";"1,0";"1,0";"9,3";"9,2"
"14521";"Erzgebirgskreis";"Landkreis";"12,0";"12,0";"1.573,3";"1.548,7";"1,0";"1,0";"53,7";"54,9";"89,1";"89,1";"4.733,8";"4.783,7";"40,3";"40,3";"3,0";"3,0";"159,9";"162,0";"44,8";"44,8";"2.377,6";"2.404,5";"1,1";"1,1";"59,2";"59,8"
"14522";"Mittelsachsen";"Landkreis";"10,9";"10,9";"1.351,3";"1.331,5";"0,8";"0,8";"53,6";"55,0";"90,0";"89,9";"6.136,0";"6.178,5";"71,1";"71,0";"2,0";"2,0";"134,2";"135,6";"15,9";"15,9";"1.083,1";"1.091,8";"1,1";"1,1";"78,0";"78,6"
"14523";"Vogtlandkreis";"Landkreis";"11,4";"11,5";"1.431,6";"1.418,8";"0,9";"0,9";"57,6";"58,2";"89,6";"89,6";"5.477,9";"5.511,4";"46,4";"46,4";"3,0";"3,0";"182,6";"183,7";"39,1";"39,1";"2.391,4";"2.406,3";"1,2";"1,2";"74,4";"74,9"
"14524";"Zwickau";"Landkreis";"17,8";"18,0";"1.900,1";"1.869,9";"1,5";"1,6";"44,9";"46,6";"83,8";"83,7";"2.471,4";"2.484,0";"62,8";"62,6";"2,4";"2,4";"69,9";"70,4";"16,8";"16,8";"496,1";"499,8";"1,1";"1,1";"31,2";"31,4"
"14612";"Dresden, Stadt";"krsfr. Stadt";"41,7";"41,9";"3.995,1";"4.008,7";"5,1";"5,1";"30,6";"30,6";"63,9";"63,8";"383,7";"380,4";"32,5";"32,3";"3,6";"3,6";"21,4";"21,4";"22,4";"22,4";"134,6";"133,8";"2,1";"2,1";"12,5";"12,4"
"14625";"Bautzen";"Landkreis";"10,6";"10,6";"1.203,7";"1.190,8";"0,8";"0,8";"65,4";"65,9";"90,3";"90,3";"7.101,4";"7.146,4";"45,9";"45,8";"6,8";"6,8";"531,0";"535,7";"35,0";"35,0";"2.751,2";"2.770,8";"4,2";"4,2";"327,3";"329,6"
"14626";"Görlitz";"Landkreis";"12,3";"12,4";"997,9";"978,5";"1,6";"1,8";"132,9";"144,1";"89,5";"89,4";"7.311,2";"7.358,2";"44,7";"44,5";"5,2";"5,3";"421,7";"432,2";"35,8";"36,2";"2.924,9";"2.975,6";"3,3";"3,3";"271,4";"273,6"
"14627";"Meißen";"Landkreis";"11,9";"11,9";"1.411,1";"1.399,3";"1,1";"1,1";"64,3";"65,1";"89,3";"89,2";"5.323,6";"5.343,7";"69,6";"69,6";"5,2";"5,2";"310,8";"311,9";"13,6";"13,6";"811,7";"815,5";"2,2";"2,2";"132,3";"132,9"
"14628";"Sächsische Schweiz-Osterzgebirge";"Landkreis";"9,5";"9,6";"1.564,4";"1.552,3";"0,7";"0,7";"48,9";"49,3";"91,3";"91,2";"6.135,6";"6.148,9";"52,5";"52,5";"2,2";"2,2";"147,9";"148,5";"35,7";"35,7";"2.402,4";"2.409,1";"1,1";"1,1";"72,1";"72,2"
"14713";"Leipzig, Stadt";"krsfr. Stadt";"53,6";"54,0";"3.580,9";"3.621,3";"11,1";"11,4";"57,6";"58,3";"58,1";"58,0";"303,1";"297,0";"33,9";"33,5";"5,6";"5,6";"29,3";"28,8";"7,4";"7,4";"38,4";"38,0";"3,9";"3,9";"20,3";"20,1"
"14729";"Leipzig";"Landkreis";"13,4";"13,4";"1.168,0";"1.165,1";"2,1";"2,1";"133,4";"133,6";"88,8";"88,7";"5.674,0";"5.680,1";"62,6";"62,3";"7,1";"7,4";"456,1";"471,8";"14,5";"14,6";"924,5";"933,7";"4,1";"4,5";"264,2";"285,1"
"14730";"Nordsachsen";"Landkreis";"10,1";"10,4";"962,4";"937,6";"0,7";"0,8";"76,2";"83,4";"90,7";"90,5";"9.285,2";"9.279,0";"64,6";"64,3";"4,5";"4,5";"462,0";"465,9";"20,6";"20,6";"2.106,0";"2.112,2";"2,6";"2,6";"264,6";"264,8"
"15001";"Dessau-Roßlau, Stadt";"krsfr. Stadt";"20,6";"20,6";"1.634,4";"1.625,0";"6,7";"6,7";"199,0";"199,1";"86,4";"86,3";"2.562,6";"2.573,5";"35,6";"35,6";"9,7";"9,7";"289,1";"290,3";"40,2";"40,2";"1.191,6";"1.196,8";"3,2";"3,2";"95,8";"96,3"
"15002";"Halle (Saale), Stadt";"krsfr. Stadt";"53,0";"52,8";"3.326,0";"3.352,1";"13,9";"13,4";"79,1";"75,5";"61,7";"61,3";"350,2";"346,2";"25,5";"24,8";"12,4";"13,3";"70,4";"75,2";"17,2";"18,2";"97,8";"102,5";"3,6";"3,6";"20,5";"20,5"
"15003";"Magdeburg, Stadt";"krsfr. Stadt";"45,8";"45,9";"2.585,3";"2.586,2";"11,8";"11,8";"99,7";"99,5";"66,7";"66,6";"562,7";"561,4";"37,4";"37,4";"11,7";"11,7";"98,6";"98,3";"9,1";"9,0";"76,5";"76,1";"7,0";"7,0";"58,8";"58,7"
"15081";"Altmarkkreis Salzwedel";"Landkreis";"7,1";"7,1";"523,2";"517,4";"1,4";"1,4";"384,0";"384,6";"94,4";"94,4";"25.389,5";"25.619,8";"59,5";"59,5";"4,6";"4,6";"1.233,0";"1.247,7";"29,8";"29,8";"8.011,3";"8.085,5";"1,3";"1,3";"354,5";"357,6"
"15082";"Anhalt-Bitterfeld";"Landkreis";"12,3";"12,3";"914,9";"902,7";"3,4";"3,4";"300,4";"305,6";"91,2";"91,2";"8.127,9";"8.224,5";"61,6";"61,5";"7,1";"7,1";"628,9";"643,1";"22,1";"22,1";"1.969,8";"1.994,2";"3,5";"3,5";"312,6";"319,2"
"15083";"Börde";"Landkreis";"9,8";"9,8";"744,9";"742,2";"1,9";"1,9";"253,5";"254,0";"92,1";"92,1";"12.597,8";"12.622,0";"65,7";"65,7";"5,5";"5,6";"757,8";"761,6";"20,0";"20,1";"2.743,4";"2.750,7";"1,5";"1,5";"209,8";"210,7"
"15084";"Burgenlandkreis";"Landkreis";"13,3";"13,3";"974,6";"969,5";"3,3";"3,2";"252,7";"252,1";"90,1";"90,1";"6.951,3";"6.996,6";"69,3";"69,3";"4,1";"4,1";"313,0";"318,0";"13,7";"13,7";"1.057,1";"1.066,1";"1,2";"1,2";"91,8";"92,9"
"15085";"Harz";"Landkreis";"9,9";"9,9";"1.052,0";"1.035,3";"2,1";"2,1";"198,0";"201,5";"92,2";"92,2";"8.837,2";"8.973,9";"51,5";"51,5";"3,1";"3,2";"298,7";"306,6";"36,9";"36,9";"3.532,9";"3.588,3";"1,1";"1,1";"106,3";"109,9"
"15086";"Jerichower Land";"Landkreis";"8,6";"8,7";"670,6";"662,5";"1,8";"1,8";"319,3";"316,6";"93,3";"93,2";"16.100,0";"16.247,5";"55,1";"55,1";"5,9";"5,8";"1.011,4";"1.016,1";"33,3";"33,3";"5.741,9";"5.796,8";"2,1";"2,1";"367,8";"371,3"
"15087";"Mansfeld-Südharz";"Landkreis";"11,6";"11,5";"835,3";"825,1";"2,8";"2,8";"289,8";"293,3";"91,3";"91,3";"9.466,6";"9.588,2";"57,9";"57,8";"4,4";"4,6";"454,2";"481,2";"28,5";"28,7";"2.953,5";"3.017,3";"1,4";"1,4";"147,7";"148,8"
"15088";"Saalekreis";"Landkreis";"15,3";"15,3";"850,1";"848,2";"3,1";"3,1";"242,5";"240,1";"88,0";"87,9";"6.783,1";"6.797,1";"70,5";"70,5";"7,6";"7,6";"588,6";"589,2";"9,8";"9,9";"758,8";"767,4";"3,3";"3,3";"256,0";"258,7"
"15089";"Salzlandkreis";"Landkreis";"13,7";"13,7";"994,2";"985,7";"3,1";"3,1";"226,2";"227,1";"89,5";"89,5";"6.563,2";"6.626,9";"75,2";"75,2";"6,2";"6,2";"451,5";"460,3";"7,1";"7,1";"518,8";"529,3";"2,8";"2,8";"204,7";"206,4"
"15090";"Stendal";"Landkreis";"7,6";"7,6";"620,0";"612,7";"1,7";"1,7";"353,3";"356,8";"94,1";"94,1";"19.933,5";"20.143,7";"65,0";"65,0";"6,6";"6,7";"1.405,4";"1.423,9";"22,7";"22,7";"4.802,4";"4.851,2";"2,9";"2,9";"624,2";"631,5"
"15091";"Wittenberg";"Landkreis";"8,7";"8,7";"761,0";"752,5";"2,3";"2,3";"343,1";"352,9";"93,6";"93,6";"14.184,1";"14.254,9";"48,3";"48,2";"5,5";"5,6";"833,3";"845,5";"40,0";"40,0";"6.053,5";"6.085,9";"2,5";"2,5";"374,3";"373,5"
"16051";"Erfurt, Stadt";"krsfr. Stadt";"28,4";"30,9";"2.752,8";"2.549,8";"3,0";"4,7";"38,1";"59,6";"74,8";"74,0";"956,8";"937,8";"60,6";"57,8";"2,4";"2,7";"31,2";"33,8";"7,6";"8,4";"97,6";"106,4";"1,5";"1,4";"19,0";"17,7"
"16052";"Gera, Stadt";"krsfr. Stadt";"23,9";"25,3";"2.603,7";"2.458,8";"3,6";"5,3";"57,6";"85,5";"79,8";"80,1";"1.282,3";"1.285,9";"56,8";"55,1";"1,8";"1,8";"28,3";"29,3";"17,7";"18,0";"283,6";"288,7";"0,9";"0,9";"13,8";"13,7"
"16053";"Jena, Stadt";"krsfr. Stadt";"24,5";"29,0";"3.920,4";"3.338,3";"2,7";"6,9";"27,6";"71,1";"78,4";"78,2";"815,8";"807,3";"39,4";"34,0";"4,0";"2,2";"41,6";"23,2";"32,3";"35,3";"336,5";"364,5";"1,0";"0,9";"10,4";"9,2"
"16054";"Suhl, Stadt";"krsfr. Stadt";"19,2";"19,2";"1.798,4";"1.773,4";"1,5";"1,5";"42,4";"44,1";"82,4";"82,4";"2.383,7";"2.414,0";"16,8";"16,7";"1,0";"1,0";"27,8";"28,2";"63,2";"63,2";"1.829,1";"1.852,1";"0,4";"0,4";"12,9";"13,1"
"16055";"Weimar, Stadt";"krsfr. Stadt";"26,8";"34,8";"2.837,5";"2.192,1";"2,9";"8,2";"37,8";"107,9";"76,3";"73,9";"1.002,1";"968,4";"48,4";"40,5";"4,9";"5,0";"63,7";"66,0";"19,9";"20,7";"261,5";"271,2";"0,9";"0,9";"11,3";"11,2"
"16056";"Eisenach, Stadt";"krsfr. Stadt";"18,4";"20,7";"2.221,6";"1.979,1";"1,5";"3,4";"37,1";"81,7";"83,3";"82,8";"2.037,0";"2.019,2";"43,1";"40,2";"2,7";"2,3";"66,2";"56,9";"35,8";"37,2";"874,7";"907,0";"1,2";"1,3";"30,5";"31,4"
"16061";"Eichsfeld";"Landkreis";"9,4";"9,8";"1.135,6";"1.088,3";"0,6";"1,0";"55,0";"92,1";"91,2";"91,3";"8.515,8";"8.550,5";"59,4";"58,6";"1,8";"2,0";"168,6";"182,7";"29,6";"30,1";"2.759,8";"2.816,2";"0,8";"0,7";"71,2";"69,7"
"16062";"Nordhausen";"Landkreis";"10,4";"11,0";"1.143,3";"1.074,4";"0,8";"1,4";"67,7";"114,8";"90,5";"90,4";"7.591,4";"7.619,8";"56,1";"55,4";"3,4";"3,5";"283,3";"293,9";"29,8";"30,2";"2.499,7";"2.543,3";"1,6";"1,6";"132,1";"136,8"
"16063";"Wartburgkreis";"Landkreis";"8,8";"9,3";"1.087,3";"1.023,3";"0,6";"1,1";"61,6";"111,4";"91,9";"91,8";"9.629,8";"9.701,3";"50,7";"49,4";"3,3";"3,2";"350,4";"336,9";"37,2";"38,4";"3.900,0";"4.053,8";"1,0";"1,0";"106,7";"105,8"
"16064";"Unstrut-Hainich-Kreis";"Landkreis";"8,7";"9,1";"1.220,3";"1.165,1";"0,5";"1,0";"51,3";"94,5";"91,9";"92,0";"8.662,5";"8.707,3";"69,2";"68,3";"3,3";"3,5";"306,5";"329,4";"18,8";"19,5";"1.775,9";"1.841,5";"1,5";"1,4";"141,0";"133,2"
"16065";"Kyffhäuserkreis";"Landkreis";"8,6";"9,1";"861,0";"803,7";"0,7";"1,3";"91,8";"183,1";"92,2";"92,3";"12.473,0";"12.635,8";"65,3";"64,6";"2,8";"2,7";"383,4";"365,2";"23,5";"24,0";"3.181,5";"3.289,3";"1,2";"1,1";"162,5";"152,2"
"16066";"Schmalkalden-Meiningen";"Landkreis";"9,3";"9,5";"1.093,0";"1.073,0";"0,6";"0,7";"54,6";"68,2";"91,3";"91,3";"8.948,0";"8.988,1";"39,3";"39,5";"3,2";"2,7";"311,2";"265,4";"48,0";"48,3";"4.709,4";"4.759,5";"0,6";"0,6";"61,1";"60,8"
"16067";"Gotha";"Landkreis";"10,5";"10,9";"1.377,4";"1.324,2";"0,9";"1,3";"62,5";"86,9";"90,5";"90,4";"6.253,6";"6.244,0";"57,9";"57,4";"2,4";"2,3";"163,1";"162,1";"29,3";"29,4";"2.028,5";"2.034,1";"1,4";"1,4";"98,4";"96,2"
"16068";"Sömmerda";"Landkreis";"8,3";"8,9";"1.048,7";"970,8";"0,7";"1,1";"78,0";"128,8";"92,4";"92,2";"10.637,9";"10.627,5";"81,5";"80,3";"2,1";"2,5";"240,9";"285,2";"8,0";"8,4";"923,6";"967,2";"1,6";"1,7";"178,6";"196,8"
"16069";"Hildburghausen";"Landkreis";"8,5";"8,6";"803,0";"795,3";"0,5";"0,7";"73,8";"105,1";"92,0";"92,2";"13.423,3";"13.535,0";"43,9";"43,7";"1,9";"1,7";"281,7";"252,3";"45,6";"46,2";"6.656,0";"6.782,4";"0,9";"0,9";"125,3";"125,9"
"16070";"Ilm-Kreis";"Landkreis";"10,3";"10,8";"1.259,9";"1.193,7";"0,8";"1,3";"64,6";"97,7";"90,6";"90,5";"7.004,8";"7.017,0";"44,3";"43,3";"2,4";"2,3";"186,0";"176,5";"43,2";"44,0";"3.336,5";"3.411,2";"1,0";"0,9";"73,6";"70,2"
"16071";"Weimarer Land";"Landkreis";"9,5";"10,5";"1.074,6";"969,1";"0,6";"1,1";"60,0";"108,0";"91,2";"90,6";"8.909,4";"8.877,9";"72,5";"71,1";"1,7";"1,8";"169,8";"176,1";"16,2";"16,7";"1.580,6";"1.635,1";"1,0";"0,9";"96,3";"91,2"
"16072";"Sonneberg";"Landkreis";"8,4";"9,5";"1.558,4";"1.367,0";"0,7";"1,2";"52,6";"88,7";"92,4";"91,7";"7.090,8";"7.057,0";"28,3";"27,2";"1,7";"1,7";"132,9";"134,1";"61,7";"61,8";"4.737,5";"4.757,2";"0,8";"0,8";"61,8";"64,4"
"16073";"Saalfeld-Rudolstadt";"Landkreis";"8,3";"8,9";"1.260,8";"1.162,9";"0,6";"1,1";"56,2";"102,9";"92,4";"92,2";"8.833,8";"8.897,6";"35,6";"34,7";"2,7";"2,5";"262,6";"244,8";"53,4";"54,2";"5.109,6";"5.226,1";"1,3";"1,3";"120,1";"121,8"
"16074";"Saale-Holzland-Kreis";"Landkreis";"8,7";"9,6";"1.188,3";"1.060,6";"0,6";"1,4";"56,4";"135,4";"91,9";"91,8";"8.865,7";"9.021,7";"53,0";"51,9";"2,1";"1,7";"199,3";"163,5";"36,2";"37,0";"3.492,5";"3.630,0";"0,7";"0,7";"70,7";"70,6"
"16075";"Saale-Orla-Kreis";"Landkreis";"7,5";"8,0";"959,8";"884,9";"0,5";"0,9";"68,1";"121,8";"93,1";"92,9";"13.010,4";"13.123,8";"48,8";"48,1";"3,2";"3,2";"449,8";"451,3";"40,5";"40,7";"5.661,5";"5.748,3";"2,7";"2,7";"377,5";"380,1"
"16076";"Greiz";"Landkreis";"10,9";"12,5";"1.082,0";"939,5";"1,2";"2,9";"101,2";"250,6";"90,4";"90,5";"7.666,0";"7.713,0";"61,0";"59,3";"2,3";"2,2";"191,2";"189,1";"25,7";"26,0";"2.176,7";"2.213,9";"1,5";"1,5";"131,3";"130,0"
"16077";"Altenburger Land";"Landkreis";"12,6";"13,3";"1.274,8";"1.198,4";"1,8";"2,8";"111,1";"174,3";"89,3";"89,6";"5.548,5";"5.627,4";"72,6";"71,8";"2,9";"3,1";"181,9";"195,8";"11,1";"11,5";"687,2";"723,4";"1,7";"1,7";"105,2";"106,5"
